title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,reference_url
Letter from Frida Kahlo to Matilde Calderón de Kahlo,Frida Kahlo,n.d.,"A letter from Frida Kahlo to her mother, Matilde",Letter; Outgoing Letter,Mexico,,,,,,application/pdf,,,,https://nmwa-my.sharepoint.com/personal/dmanuel_nmwa_org/Documents/Test%20CollectionBuilder%20Repository/Sample%20letter%20and%20test%20transcription.pdf?CT=1706635284254&OR=ItemsView
